collection_no,occurrences.genus_reso,occurrences.genus_name,original.genus_reso,original.genus_name,collections.stage,collections.ma_max,collections.ma_min
42540,,Paracricetulus,,,,0.781,0.011
42588,,Miopetaurista,,,,0.781,0.011
42588,,Chalicomys,,,,0.781,0.011
42588,,Democricetodon,,,,0.781,0.011
42594,,Palaeosciurus,,,,0.781,0.011
42594,,Spermophilinus,,,,0.781,0.011
42594,,Miopetaurista,,,,0.781,0.011
42594,,Miopetaurista,,,,0.781,0.011
42594,,Keramidomys,,,,0.781,0.011
42594,,Chalicomys,,,,0.781,0.011
42594,,Steneofiber,,,,0.781,0.011
42594,,Steneofiber,,,,0.781,0.011
42594,,Eumyarion,,,,0.781,0.011
42594,cf.,Megacricetodon,,,,0.781,0.011
42594,,Democricetodon,,,,0.126,0.011
42594,,Anomalomys,,,,0.126,0.011
42594,,Glis,,,,0.126,0.011
42595,,Chalicomys,,,,0.126,0.011
42674,,Leptodontomys,,,,1.81,0.781
42674,,Spermophilinus,,,,1.81,0.781
42674,,Kowalskia,,,,1.81,0.781
42674,,Prosiphneus,,,,1.81,0.781
42675,,Paralactaga,,,,1.81,0.781
42675,,Heterosminthus,,,,1.81,0.781
42675,,Heterosminthus,,,,1.81,0.781
42675,,Protalactaga,,,,1.81,0.781
42676,,Prosiphneus,,,,1.81,0.781
42676,,Prosiphneus,,,,5.33,0.011
42866,,Hystrix,,,,5.33,0.011
42866,,Gerbillus,,,,1.81,0.781
42866,,Gerbillus,,,,1.81,0.781
42866,,Meriones,,,,1.81,0.781
42866,,Mus,,,,5.33,0.011
42866,,Paraethomys,,,,5.33,0.011
42866,,Lemniscomys,,,,5.33,0.011
42867,,Mimomys,,,,5.33,0.011
42867,,Microtus,,,,1.81,0
42867,,Castor,,Castor,,1.81,0
42867,,Microtus,,Microtus,,1.81,0
43010,,Mus,,,,23.03,20.43
43010,,Apodemus,,,,23.03,20.43
43010,,Parapelomys,,,,23.03,20.43
43010,,Saidomys,,,,23.03,20.43
43010,?,Saidomys,,,,23.03,20.43
43010,,Protatera,,,,23.03,20.43
43010,,Pseudomeriones,,,,23.03,20.43
43020,,Castor,,,,23.03,20.43
43020,,Cricetus,,,,23.03,20.43
43026,,Birbalomys,,,,23.03,20.43
43026,,Franimys,,,,12.75,11.1
43026,,Birbalomys,n. gen.,Metkamys,,12.75,11.1
43208,,Eucastor,,,Piacenzian,12.75,11.1
43208,cf.,Nannocricetus,,,Piacenzian,12.75,11.1
43208,,Mimomys,,,Piacenzian,12.75,11.1
43208,,Germanomys,,,Piacenzian,12.75,11.1
43208,,Orientalomys,,,Piacenzian,12.75,11.1
43208,,Rattus,,,Piacenzian,12.75,11.1
43208,,Paralactaga,,,Piacenzian,12.75,11.1
43208,,Sminthoides,,,Piacenzian,12.75,11.1
43209,,Eucastor,,,Piacenzian,12.75,11.1
43209,,Prosiphneus,,,Piacenzian,3.6,1.81
43209,cf.,Nannocricetus,,,Piacenzian,3.6,1.81
43209,,Mimomys,,,Piacenzian,3.6,1.81
43209,,Orientalomys,,,Piacenzian,3.6,1.81
43209,,Sminthoides,,,Piacenzian,13.65,7.25
43210,,Prosiphneus,,,Piacenzian,55.8,48.6
43210,cf.,Nannocricetus,,,Piacenzian,11.61,5.33
43210,,Mimomys,,,Piacenzian,11.61,5.33
43210,,Germanomys,,,Piacenzian,11.61,5.33
43210,,Orientalomys,,,Piacenzian,11.61,5.33
43210,,Mus,,,Piacenzian,11.61,7.25
43210,,Sminthoides,,,Piacenzian,11.61,7.25
43211,,Prosiphneus,,,Piacenzian,11.61,7.25
43211,cf.,Nannocricetus,,,Piacenzian,11.61,7.25
43211,,Mimomys,,,Piacenzian,11.61,7.25
43211,,Germanomys,,,Piacenzian,11.61,7.25
43211,,Orientalomys,,,Piacenzian,5.33,3.6
43211,,Apodemus,,,Piacenzian,11.61,5.33
43211,,Sminthoides,,,Piacenzian,11.61,5.33
43212,cf.,Nannocricetus,,,Piacenzian,11.61,5.33
43212,,Mimomys,,,Piacenzian,5.33,1.81
43212,,Germanomys,,,Piacenzian,1.81,0.781
43212,,Orientalomys,,,Piacenzian,1.81,0.781
43212,,Apodemus,,,Piacenzian,1.81,0.781
43213,,Prosiphneus,,,Piacenzian,1.81,0.781
43213,cf.,Nannocricetus,,,Piacenzian,1.81,0.781
43213,,Mimomys,,,Piacenzian,1.81,0.781
43213,,Orientalomys,,,Piacenzian,1.81,0.781
43213,,Sminthoides,,,Piacenzian,13.7,12.75
43389,,Prosiphneus,,,Piacenzian,13.7,12.75
43389,,Mimomys,,,Piacenzian,13.7,12.75
43389,,Germanomys,,,Piacenzian,13.7,12.75
43389,,Orientalomys,,,Piacenzian,13.7,12.75
43389,,Sminthoides,,,Piacenzian,13.7,12.75
43390,cf.,Nannocricetus,,,Piacenzian,13.7,12.75
43390,,Mimomys,,,Piacenzian,13.7,12.75
43390,,Germanomys,,,Piacenzian,13.7,12.75
43390,,Orientalomys,,,Piacenzian,2.1,2.1
43391,,Mimomys,,,Piacenzian,13.7,12.75
43391,,Germanomys,,,Piacenzian,13.7,12.75
43391,,Orientalomys,,,Piacenzian,13.7,12.75
43392,,Mimomys,,,Piacenzian,13.7,12.75
43392,,Germanomys,,,Piacenzian,13.7,12.75
43392,,Orientalomys,,,Piacenzian,13.7,12.75
43393,,Prosiphneus,,,Piacenzian,13.7,12.75
43393,cf.,Nannocricetus,,,Piacenzian,13.7,12.75
43393,,Mimomys,,,Piacenzian,23.03,15.97
43393,,Orientalomys,,,Piacenzian,23.03,15.97
43394,,Mimomys,,,Piacenzian,23.03,15.97
43394,,Germanomys,,,Piacenzian,23.03,15.97
43394,,Orientalomys,,,Piacenzian,23.03,15.97
43395,,Prosiphneus,,,Piacenzian,23.03,15.97
43395,cf.,Nannocricetus,,,Piacenzian,23.03,15.97
43395,,Mimomys,,,Piacenzian,23.03,15.97
43395,,Germanomys,,,Piacenzian,7.25,2.59
43395,,Orientalomys,,,Piacenzian,7.25,2.59
43395,,Sminthoides,,,Piacenzian,7.25,2.59
43396,,Prosiphneus,,,Piacenzian,7.25,2.59
43396,,Mimomys,,,Piacenzian,7.25,2.59
43396,,Orientalomys,,,Piacenzian,7.25,2.59
43399,,Youngofiber,,,Burdigalian,7.25,2.59
43400,,Prosciurus,,,Burdigalian,7.25,2.59
43400,,Spermophilinus,,,Burdigalian,7.25,2.59
43400,,Miopetaurista,,,Burdigalian,7.25,2.59
43400,,Miopetaurista,,,Burdigalian,23.03,15.97
43400,,Youngofiber,,,Burdigalian,23.03,15.97
43400,,Sayimys,,,Burdigalian,23.03,15.97
43400,,Diatomys,,,Burdigalian,23.03,15.97
43400,,Megacricetodon,,,Burdigalian,23.03,15.97
43400,,Democricetodon,,,Burdigalian,23.03,15.97
43619,,Eliomys,,,,23.03,15.97
43619,,Lagurus,,,,23.03,15.97
43619,,Arvicola,,,,23.03,15.97
43619,,Microtus,,,,23.03,15.97
43619,,Microtus,,,,23.03,15.97
43619,,Myodes,,Clethrionomys,,23.03,15.97
43628,,Arvicola,,,,23.03,15.97
43628,,Microtus,,,,23.03,15.97
43628,,Microtus,,,,23.03,15.97
43629,,Marmota,,,,23.03,15.97
43629,,Cricetulus,,,,23.03,15.97
43629,,Apodemus,,,,23.03,15.97
43629,,Arvicola,,,,23.03,15.97
43629,,Microtus,,,,23.03,15.97
43629,,Microtus,,,,23.03,15.97
43629,,Microtus,,Terricola,,23.03,15.97
43630,,Arvicola,,,,23.03,15.97
43630,,Microtus,,,,23.03,15.97
43630,,Microtus,,,,23.03,15.97
43630,,Microtus,,,,23.03,15.97
43631,,Spermophilus,,Citellus,,23.03,15.97
43631,,Cricetus,,,,23.03,15.97
43631,,Apodemus,,,,23.03,15.97
43631,,Arvicola,,,,23.03,15.97
43631,,Microtus,,,,23.03,15.97
43631,,Microtus,,,,23.03,15.97
43631,,Microtus,,,,23.03,15.97
43631,,Myodes,,Clethrionomys,,23.03,15.97
43631,?,Chionomys,,,,23.03,15.97
43633,,Rhagapodemus,,,,23.03,15.97
43633,,Rhagapodemus,,,,23.03,15.97
43633,,Apodemus,,,,23.03,15.97
43633,,Micromys,,,,23.03,15.97
43633,,Prospalax,,,,23.03,15.97
43633,,Trilophomys,,,,23.03,15.97
43633,,Baranomys,,,,23.03,15.97
43633,,Stachomys,,,,23.03,15.97
43633,,Germanomys,,,,23.03,15.97
43633,,Propliomys,,,,23.03,15.97
43633,,Mimomys,,,,23.03,15.97
43633,,Mimomys,,,,23.03,15.97
43633,,Mimomys,,,,23.03,15.97
43633,,Mimomys,,,,23.03,15.97
43633,,Neocricetodon,,Kowalskia,,23.03,15.97
43633,,Sminthozapus,,,,23.03,15.97
43633,,Amphidyromys,,Glirulus,,23.03,15.97
43633,,Glis,,,,23.03,15.97
43633,,Eliomys,,,,23.03,15.97
43633,,Muscardinus,,,,23.03,15.97
43633,,Muscardinus,,,,23.03,15.97
43633,,Pliopetaurista,,,,23.03,15.97
43633,,Blackia,,,,23.03,15.97
43633,,Tamias,,,,23.03,15.97
43642,,Cricetus,,,,23.03,15.97
43642,,Microtus,,,,23.03,15.97
43642,,Apodemus,,,,23.03,15.97
43642,,Glis,,,,23.03,15.97
43642,,Pliomys,,Dolomys,,7.25,5.33
43642,,Pliomys,,Dolomys,,7.25,5.33
43642,,Microtus,,Pitymys,,37.2,33.9
43643,,Allophaiomys,,,,37.2,33.9
43643,,Microtus,,,,37.2,33.9
43643,,Microtus,,,,7.75,7
43643,,Microtus,,,,7.75,7
43643,,Microtus,,,,11.61,5.33
43643,,Apodemus,,,,11.61,5.33
43643,,Microtus,,Pitymys,,11.61,5.33
43643,,Microtus,,Pitymys,,11.61,5.33
43643,,Microtus,,Pitymys,,11.61,5.33
43643,,Microtus,,Pitymys,,11.61,5.33
43644,,Allocricetus,,,,11.61,5.33
43644,,Mimomys,,,,11.61,5.33
43644,,Microtus,,,,11.61,5.33
43644,,Microtus,,,,5.33,3.6
43644,,Apodemus,,,,5.33,3.6
43644,,Pliomys,,,,5.33,3.6
43644,?,Mimomys,,Mimomys,,5.33,3.6
43644,,Mimomys,,Mimomys,,5.33,1.81
43644,,Myodes,,Evotomys,,11.61,3.6
43644,,Microtus,,Allophaiomys,,1.81,0.011
43644,,Microtus,,Pitymys,,0.011,0
43644,,Apodemus,,Apodemus,,0.1,0.1
43645,,Cricetus,,,,0.1,0.1
43645,,Mimomys,,,,0.1,0.1
43645,,Arvicola,,,,2,0.1
43645,,Microtus,,,,2.1,0.1
43645,,Microtus,,,,2.1,0.1
43645,,Microtus,,,,0.781,0.126
43645,,Microtus,,,,0.781,0.126
43645,,Microtus,,,,0.781,0.126
43645,,Apodemus,,,,0.781,0.126
43645,,Glis,,,,0.781,0.126
43645,,Myodes,,Evotomys,,0.781,0.126
43645,,Pliomys,,Dolomys,,0.781,0.126
43645,,Microtus,,Pitymys,,0.781,0.126
43645,,Microtus,,Pitymys,,0.781,0.126
43645,,Microtus,,Pitymys,,0.781,0.126
43645,,Microtus,,Pitymys,,0.781,0.126
43649,,Arvicola,,,,0.781,0.126
43649,,Allophaiomys,,,,0.781,0.126
43649,,Microtus,,,,0.011,0
43649,,Microtus,,,,0.011,0
43649,,Microtus,,,,0.011,0
43649,,Microtus,,,,0.011,0
43649,,Microtus,,,,0.011,0
43649,,Microtus,,,,0.011,0
43649,,Pliomys,,Dolomys,,0.011,0
43649,,Microtus,,Pitymys,,0.8,0.3
43649,,Microtus,,Pitymys,,0.8,0.3
43650,,Mimomys,,,,2.1,0.1
43650,,Arvicola,,,,0.011,0
43650,,Microtus,,,,0.011,0
43650,,Microtus,,,,0.011,0
43650,,Microtus,,,,0.1,0.1
43650,,Pliomys,,Dolomys,,0.1,0.1
43650,,Microtus,,Pitymys,,0.1,0.1
43650,,Microtus,,Pitymys,,0.8,0
43651,,Arvicola,,,,0.8,0
43651,,Pliomys,,Dolomys,,0.8,0
43652,,Mimomys,,,,0.8,0
43652,,Mimomys,,,,0.8,0
43653,,Allocricetus,,,,0.8,0
43653,,Allocricetus,,,,0.126,0
43653,,Cricetus,,,,0.126,0
43653,,Cricetus,,,,0.126,0
43653,,Mimomys,,,,0.126,0
43653,,Mimomys,,,,0.126,0
43653,,Mimomys,,,,0.126,0
43653,,Arvicola,,,,0.126,0
43653,,Arvicola,,,,0.126,0
43653,,Allophaiomys,,,,0.126,0
43653,,Microtus,,,,0.126,0
43653,,Microtus,,,,0.126,0
43653,,Microtus,,,,0.126,0
43653,,Microtus,,,,0.126,0
43653,,Microtus,,,,0.126,0
43653,,Apodemus,,,,0.126,0
43653,,Glis,,,,0.126,0
43653,,Myodes,,Evotomys,,0.126,0
43653,,Pliomys,,Dolomys,,0.126,0
43653,,Microtus,,Pitymys,,0.126,0
43653,,Microtus,,Pitymys,,0.126,0
43653,,Microtus,,Pitymys,,0.126,0
43655,,Allocricetus,,,,0.126,0
43655,,Cricetus,,,,0.126,0
43655,,Mimomys,,,,0.126,0
43655,,Pliomys,,,,0.126,0
43655,,Arvicola,,,,0.126,0
43655,,Allophaiomys,,,,0.126,0
43655,,Allophaiomys,,,,0.126,0
43655,,Microtus,,,,0.126,0
43655,,Microtus,,,,0.126,0
43655,,Microtus,,,,0.126,0
43655,,Microtus,,,,0.126,0
43655,,Apodemus,,,,0.126,0
43655,,Microtus,,Microtus,,0.126,0
43655,,Microtus,,Pitymys,,0.126,0
43656,,Marmota,,,,0.126,0
43656,,Arvicola,,,,0.126,0
43656,,Allophaiomys,,,,0.126,0
43656,,Microtus,,,,0.126,0
43656,,Microtus,,,,0.126,0
43656,,Microtus,,,,0.126,0
43656,,Microtus,,,,0.126,0
43656,,Apodemus,,,,0.126,0
43656,,Glis,,,,0.126,0
43656,,Myodes,,Evotomys,,0.126,0
43658,,Mimomys,,,,0.126,0
43658,,Mimomys,,,,0.126,0
43658,,Allophaiomys,,,,0.126,0
43658,,Microtus,,,,0.126,0
43658,,Microtus,,,,0.126,0
43658,,Apodemus,,,,0.126,0
43658,,Microtus,,Pitymys,,0.126,0
43664,,Arvicola,,,,0.126,0
43664,,Myodes,,Evotomys,,0.126,0
43664,,Microtus,,Pitymys,,0.126,0
43664,,Microtus,,Pitymys,,0.126,0
43665,,Cricetus,,,,0.126,0
43665,,Arvicola,,,,0.126,0
43665,,Microtus,,,,0.126,0
43665,,Apodemus,,,,0.126,0
43665,,Myodes,,Evotomys,,0.126,0
43666,,Arvicola,,,,0.126,0
43666,,Apodemus,,,,0.126,0
43666,,Glis,,,,0.126,0
43666,,Muscardinus,,,,0.126,0
43666,,Cricetus,,Cricetus,,0.126,0
43666,,Myodes,,Evotomys,,0.126,0
43666,,Microtus,,Arvicola,,0.126,0
43667,,Arvicola,,,,0.126,0
43667,,Apodemus,,,,0.126,0
43667,,Cavia,,Cavia,,0.126,0
43667,,Microtus,,Arvicola,,0.126,0
43667,,Microtus,,Arvicola,,0.126,0
43667,,Rattus,,Mus,,0.126,0
43667,,Glis,,Myoxus,,0.126,0
43689,,Marmota,,,,0.011,0
43689,,Cricetus,,,,0.011,0
43689,,Arvicola,,,,0.011,0
43689,,Glis,,,,0.011,0
43689,,Dryomys,,,,0.011,0
43689,,Myodes,,Evotomys,,0.011,0
43691,,Arvicola,,,,0.011,0
43691,,Microtus,,,,0.011,0
43691,,Microtus,,,,0.011,0
43691,,Apodemus,,,,0.011,0
43691,,Myodes,,Evotomys,,0.011,0
43691,,Microtus,,Pitymys,,0.011,0
43692,,Marmota,,,,0.011,0
43692,,Cricetus,,,,0.011,0
43692,,Apodemus,,,,0.011,0
43692,,Glis,,,,0.011,0
43693,,Arvicola,,,,0.011,0
43693,,Microtus,,,,0.011,0
43693,,Microtus,,,,0.011,0
43693,,Apodemus,,,,0.011,0
43693,,Myodes,,Evotomys,,0.011,0
43694,,Arvicola,,,,0.011,0
43694,,Microtus,,,,0.011,0
43694,,Myodes,,Evotomys,,0.011,0
43695,,Allocricetus,,,,0.011,0
43695,,Microtus,,,,0.011,0
43695,,Apodemus,,,,0.011,0
43695,,Glis,,,,0.011,0
43695,,Myodes,,Evotomys,,0.011,0
43695,,Pliomys,,Dolomys,,0.011,0
43695,,Microtus,,Pitymys,,0.011,0
43696,,Cricetus,,,,0.011,0
43696,,Arvicola,,,,0.011,0
43696,,Microtus,,,,0.011,0
43696,,Apodemus,,,,0.011,0
43696,,Apodemus,,,,0.011,0
43696,,Glis,,,,0.011,0
43696,,Myodes,,Evotomys,,0.011,0
43697,,Allocricetus,,,,0.011,0
43697,,Arvicola,,,,0.011,0
43697,,Microtus,,,,0.011,0
43697,,Apodemus,,,,0.011,0
43697,,Apodemus,,,,0.011,0
43697,,Glis,,,,0.011,0
43697,,Myodes,,Evotomys,,0.011,0
43697,,Pliomys,,Dolomys,,0.011,0
43697,,Microtus,,Pitymys,,1.81,0.011
43698,,Mimomys,,,,28.4,23.03
43699,,Mimomys,,,,28.4,23.03
43700,,Allocricetus,,,,28.4,23.03
43700,,Pliomys,,,,28.4,23.03
43700,,Microtus,,,,28.4,23.03
43700,,Glis,,,,28.4,23.03
43701,,Marmota,,,,28.4,23.03
43701,,Cricetus,,,,28.4,23.03
43701,,Pliomys,,,,28.4,23.03
43701,,Microtus,,,,28.4,23.03
43701,,Microtus,,,,28.4,23.03
43701,,Microtus,,,,28.4,23.03
43701,,Apodemus,,,,20,16.9
43701,,Glis,,,,20,16.9
43702,,Microtus,,,,23.03,15.97
43702,,Myodes,,Evotomys,,23.03,15.97
43704,,Spermophilus,,Citellus,,23.03,15.97
43704,,Marmota,,,,23.03,15.97
43704,,Allocricetus,,,,23.03,15.97
43704,,Cricetus,,,,23.03,15.97
43704,,Pliomys,,,,23.03,15.97
43704,,Arvicola,,,,23.03,15.97
43704,,Arvicola,,,,23.03,15.97
43704,,Microtus,,,,23.03,15.97
43704,,Microtus,,,,23.03,15.97
43704,,Microtus,,,,23.03,15.97
43704,,Microtus,,,,23.03,15.97
43704,,Microtus,,,,28.4,23.03
43704,,Myodes,,Evotomys,,28.4,23.03
43705,,Pliomys,,,,28.4,23.03
43705,,Arvicola,,,,28.4,23.03
43705,,Microtus,,,,28.4,23.03
43705,,Microtus,,,,28.4,23.03
43705,,Microtus,,,,28.4,23.03
43705,,Apodemus,,,,28.4,23.03
43705,,Myodes,,Evotomys,,28.4,23.03
43705,,Microtus,,Pitymys,,28.4,23.03
44090,,Castor,,,,28.4,23.03
44091,,Microtus,,Pitymys,,28.4,23.03
44091,,Microtus,,,,28.4,23.03
44091,,Microtus,,,,15.97,11.61
44091,,Apodemus,,,,11.61,5.33
44091,,Eliomys,,,,11.61,5.33
44092,,Myodes,,Clethrionomys,,0.4,0.4
44092,,Microtus,,,,0.4,0.4
44092,,Microtus,,Pitymys,,0.4,0.4
44092,,Arvicola,,,,0.2,0.1
44092,,Pliomys,,,,28.4,23.03
44092,,Pliomys,,,,28.4,23.03
44219,cf.,Callosciurus,,,,28.4,23.03
44219,cf.,Dremomys,,,,28.4,23.03
44219,cf.,Tamiops,,,,28.4,23.03
44219,,Sciurotamias,,,,28.4,23.03
44219,,Platacanthomys,,,,28.4,23.03
44219,,Leptodontomys,,,,28.4,23.03
44219,,Brachyrhizomys,,,,28.4,23.03
44219,,Neocricetodon,,Kowalskia,,28.4,23.03
44219,?,Mus,,,,28.4,15.97
44219,,Parapodemus,,,,28.4,15.97
44219,,Parapelomys,,,,28.4,15.97
44220,cf.,Callosciurus,,,,28.4,15.97
44220,cf.,Dremomys,,,,28.4,15.97
44220,,Sciurotamias,,,,28.4,15.97
44220,,Albanensia,,,,28.4,15.97
44220,cf.,Hylopetes,,,,28.4,15.97
44220,cf.,Monosaulax,,,,28.4,15.97
44220,,Platacanthomys,,,,28.4,15.97
44220,,Leptodontomys,,,,28.4,15.97
44220,,Brachyrhizomys,,,,28.4,15.97
44220,,Neocricetodon,,Kowalskia,,28.4,15.97
44220,?,Mus,,,,28.4,15.97
44220,,Parapodemus,,,,28.4,15.97
44220,,Parapelomys,,,,28.4,15.97
44221,cf.,Dremomys,,,,28.4,15.97
44221,,Albanensia,,,,28.4,15.97
44221,?,Forsythia,,,,28.4,15.97
44221,cf.,Hylopetes,,,,28.4,15.97
44221,cf.,Monosaulax,,,,28.4,15.97
44221,cf.,Brachyrhizomys,,,,28.4,15.97
44221,,Brachyrhizomys,,,,28.4,15.97
44221,,Neocricetodon,,Kowalskia,,28.4,15.97
44221,,Parapodemus,,,,28.4,15.97
44221,,Hystrix,,,,28.4,15.97
44222,cf.,Monosaulax,,,,28.4,15.97
44222,,Brachyrhizomys,,,,28.4,23.03
44222,,Brachyrhizomys,,,,28.4,23.03
44222,,Neocricetodon,,Kowalskia,,28.4,23.03
44222,,Parapodemus,,,,28.4,23.03
44222,,Hystrix,,,,28.4,23.03
44223,cf.,Callosciurus,,,,28.4,23.03
44223,cf.,Dremomys,,,,28.4,23.03
44223,cf.,Tamiops,,,,28.4,23.03
44223,,Sciurotamias,,,,28.4,23.03
44223,,Albanensia,,,,28.4,23.03
44223,cf.,Hylopetes,,,,28.4,23.03
44223,cf.,Monosaulax,,,,28.4,23.03
44223,,Platacanthomys,,,,28.4,23.03
44223,cf.,Brachyrhizomys,,,,28.4,23.03
44223,,Brachyrhizomys,,,,22.4,20
44223,,Neocricetodon,,Kowalskia,,22.4,20
44223,,Parapodemus,,,,22.4,20
44223,,Parapelomys,,,,22.4,20
44223,,Hystrix,,,,22.4,20
44224,cf.,Dremomys,,,,22.4,20
44224,,Albanensia,,,,22.4,20
44224,cf.,Hylopetes,,,,22.4,20
44224,cf.,Monosaulax,,,,22.4,20
44224,,Platacanthomys,,,,22.4,20
44224,,Leptodontomys,,,,22.4,20
44224,,Brachyrhizomys,,,,22.4,20
44224,,Neocricetodon,,Kowalskia,,22.4,20
44224,?,Mus,,,,22.4,20
44224,,Parapodemus,,,,22.4,20
44224,,Parapelomys,,,,22.4,20
44224,,Hystrix,,,,22.4,20
44955,,Megacricetodon,,,Langhian,22.4,20
44955,,Democricetodon,,Democricetodon,Langhian,22.4,20
44955,,Democricetodon,,,Langhian,22.4,20
44955,,Eumyarion,,,Langhian,22.4,20
44955,,Spermophilinus,,,Langhian,22.4,20
44955,,Heteroxerus,,,Langhian,22.4,20
44955,,Miopetaurista,,,Langhian,23.03,15.97
44955,,Blackia,,Blackia,Langhian,22.4,20
44955,,Eumyarion,,,Langhian,23.8,22.4
44955,,Anomalomys,,,Langhian,12.75,11.1
44971,,Megacricetodon,,,Langhian,12.75,11.1
44971,,Democricetodon,,Democricetodon,Langhian,12.75,11.1
44971,,Democricetodon,,,Langhian,12.75,11.1
44971,,Eumyarion,,,Langhian,23.8,22.4
44971,,Anomalomys,,,Langhian,23.8,22.4
44971,,Palaeosciurus,,,Langhian,23.8,22.4
44971,,Spermophilinus,,,Langhian,23.8,22.4
44971,,Miopetaurista,,,Langhian,23.8,22.4
44971,,Blackia,,Blackia,Langhian,23.8,22.4
44971,,Eumyarion,,,Langhian,23.8,22.4
44972,,Megacricetodon,,,Langhian,23.8,22.4
44972,,Democricetodon,,Democricetodon,Langhian,22.4,20
44972,,Democricetodon,,,Langhian,22.4,20
44972,,Neocometes,,,Langhian,22.4,20
44972,,Heteroxerus,,,Langhian,22.4,20
44972,?,Eumyarion,,Eumyarion,Langhian,22.4,20
44973,,Megacricetodon,,,Langhian,22.4,20
44973,,Democricetodon,,Democricetodon,Langhian,11.61,7.25
44973,,Democricetodon,,,Langhian,20,16.9
44973,,Palaeosciurus,,,Langhian,20,16.9
44973,,Spermophilinus,,,Langhian,20,16.9
44973,,Heteroxerus,,,Langhian,20,16.9
44973,?,Eumyarion,,Eumyarion,Langhian,24.7,21.5
44974,,Megacricetodon,,,Langhian,24.7,21.5
44974,,Megacricetodon,,,Langhian,24.7,21.5
44974,,Democricetodon,,Democricetodon,Langhian,24.4,23.8
44974,,Democricetodon,,,Langhian,24.4,23.8
44974,,Neocometes,,,Langhian,24.4,23.8
44974,,Palaeosciurus,,,Langhian,24.4,23.8
44974,,Spermophilinus,,,Langhian,24.4,23.8
44974,,Heteroxerus,,,Langhian,24.4,23.8
44974,,Miopetaurista,,,Langhian,24.4,23.8
44974,?,Eumyarion,,Eumyarion,Langhian,24.4,23.8
44975,,Megacricetodon,,Megacricetodon,Langhian,24.4,23.8
44975,,Megacricetodon,,,Langhian,24.4,23.8
44975,,Democricetodon,,,Langhian,23.9,23.8
44975,,Palaeosciurus,,,Langhian,23.9,23.8
44975,,Heteroxerus,,,Langhian,23.9,23.8
44975,,Miopetaurista,,,Langhian,23.9,23.8
44975,?,Eumyarion,,Eumyarion,Langhian,23.9,23.8
44976,,Megacricetodon,,Megacricetodon,Langhian,23.9,23.8
44976,,Megacricetodon,,,Langhian,23.9,23.8
44976,,Democricetodon,,Democricetodon,Langhian,2.5,1.81
44976,,Democricetodon,,,Langhian,2.5,1.81
44976,,Palaeosciurus,,,Langhian,0.781,0.126
44976,,Spermophilinus,,,Langhian,16.9,16
44976,,Heteroxerus,,,Langhian,16.9,16
44976,,Miopetaurista,,,Langhian,16.9,16
44976,,Blackia,,,Langhian,16.9,16
44976,,Megacricetodon,,,Langhian,16.9,16
44976,?,Eumyarion,,Eumyarion,Langhian,16.9,16
44976,,Cricetodon,,Cricetodon,Langhian,16.9,16
44977,,Megacricetodon,,,Langhian,16.9,16
44977,,Palaeosciurus,,,Langhian,16.9,16
44977,,Heteroxerus,,,Langhian,16.9,16
44977,,Miopetaurista,,,Langhian,16.9,16
44977,,Blackia,,,Langhian,16.9,16
44977,,Bransatoglis,,,Langhian,16.9,16
44977,,Eumyarion,,,Langhian,20,16.9
44977,,Democricetodon,,Democricetodon,Langhian,20,16.9
44977,,Democricetodon,,Democricetodon,Langhian,20,16.9
44977,?,Eumyarion,,Eumyarion,Langhian,20,16.9
44977,,Cricetodon,,Cricetodon,Langhian,20,16.9
45002,,Ailuravus,,,Lutetian,20,16.9
45065,,Castor,,,,20,16.9
45068,,Glis,,Myoxus,,20,16.9
45068,,Microtus,,,,7,4.9
45068,,Mus,,,,7,4.9
45085,,Castor,,,,7,4.9
45586,,Birbalomys,,,Lutetian,7,4.9
45586,,Birbalomys,,Birbalomys,Lutetian,7,4.9
45586,,Chapattimys,,,Lutetian,7,4.9
45586,,Gumbatomys,,,Lutetian,7,4.9
45597,,Spermophilinus,,,Langhian,7,4.9
45597,,Miopetaurista,,,Langhian,7,4.9
45597,,Microdyromys,,,Langhian,7,4.9
45597,,Paraglirulus,,,Langhian,7,4.9
45597,,Miodyromys,,,Langhian,7,4.9
45597,,Keramidomys,,,Langhian,7,4.9
45597,,Eumyarion,,,Langhian,7,4.9
45597,,Democricetodon,,Democricetodon,Langhian,7,4.9
45597,,Democricetodon,,,Langhian,16.9,16
45597,,Megacricetodon,,,Langhian,12.75,11.1
45597,?,Eumyarion,,,Langhian,0.781,0.126
45597,,Megacricetodon,,Megacricetodon,Langhian,16.9,16
45597,,Cricetodon,,Cricetodon,Langhian,16.9,16
45598,,Miodyromys,,,Langhian,16.9,16
45598,,Democricetodon,,,Langhian,16,13.7
45598,,Megacricetodon,,,Langhian,16,13.7
45603,,Albanensia,,,Serravallian,13.7,12.75
45603,,Heteroxerus,,,Serravallian,28.4,23.03
45603,,Spermophilinus,,,Serravallian,28.4,23.03
45603,,Eomuscardinus,,,Serravallian,28.4,23.03
45603,,Glirudinus,,,Serravallian,28.4,23.03
45603,,Microdyromys,,,Serravallian,28.4,23.03
45603,,Miodyromys,,,Serravallian,7,4.9
45603,,Keramidomys,,,Serravallian,0.126,0.011
45603,,Cricetodon,,,Serravallian,0.126,0.011
45603,,Democricetodon,,Democricetodon,Serravallian,0.126,0.011
45603,,Democricetodon,,,Serravallian,0.126,0.011
